alias,preferred_term,alias_type,country_scope,source,confidence
Contact Lens Molder,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Core Blower,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Core Carrier,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Core Filer,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Core Fitter,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Core Machine Operator,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Core Mounter,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Core Placer,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Coremaking Machine Setter,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Corrugator,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Corrugator Operator,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Diamond Blender,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Die Cast Technician,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Die Caster,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Die Casting Machine Operator,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Die Casting Machine Setter,source_onet_molding_coremaking_and_casting_machine_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Automatic Wheel-Line Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Ballistics Laboratory Gunsmith,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Cell Technician,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Centrifugal Control Switch Machine Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Clock Machine Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
CNC Machine Setter (Computer Numerically Controlled Machine Setter),source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Combination Machine Tool Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Combination Machine Tool Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Electrode Turner and Finisher,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Fabrication Set-Up Person,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Four Slide Machine Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Four-Slide Machine Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gear Cutting Machine Set-Up Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gear Cutting Machine Setup Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gear Hobber Set-Up Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gear Hobber Setup Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gear Milling Machine Set-Up Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gear Shaper Set-Up Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gear Shaver Set-Up Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Gunsmith,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Injection Molding Technician,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Lay Up Technician,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Loading Machine Tool Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Set-Up Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Set-Up Technician,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Shop Machine Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Technician,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Tool Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Try-Out Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Machine Tryout Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Manufacturing Associate,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Manufacturing Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Metal and Plastic Combination Machine Tool Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Metal and Plastic Combination Machine Tool Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Metal and Plastic Transfer Machine Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Mold Set Up Technician,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Mold Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Multi-Operation Forming Machine Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Multi-Operation Forming Machine Setter,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Production Gear Cutting Machine Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Production Machine Tender,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Production Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Rim Roller Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Rim Technician,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Set Up Technician (Set Up Tech),source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Shear Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Spiral Bevel Gear Generator Set-Up Operator,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Spring Maker,source_onet_multiple_machine_tool_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Bench Tool Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Broach Setter,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Cam Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Carbide Operator,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Carbide Tool Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Cutlery and Tools Saw Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Assembler,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Baker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Cutter,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Designer,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Finisher,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Machinist,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Mechanic,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Repair Laborer,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Repair Technician (Die Repair Tech),source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Set Up Worker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Setter,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Sinker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Trouble Shooter,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die Try Out Worker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Die-Casting and Plastic Molding Mold Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Diecast and Plastic Mold Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Electronic Die Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Fixture Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Forcer Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Gage Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Hub Cutter,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Jig and Fixture Repairer,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Jig Bore Tool Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Jig Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Jigman,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Journeyman Tool and Die Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Keller Machine Operator,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Metal Die Finisher,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Metal Gauge Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Paper Goods Die Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Plastic Fixture Builder,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Plastic Tool Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Saw Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Sawsmith,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Silver Jewelry Die Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Stamping Bench Die Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Stamping Die Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Stamping Die Try-Out Worker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Tap and Die Maker Technician,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Template Layout Worker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Tool and Die Assembler,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Tool and Die Machinist,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Tool and Die Maker,source_onet_tool_and_die_makers,alias,all,open_taxonomy_supported,4
Acetylene Burner,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Acetylene Cutter,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Acetylene Operator,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Acetylene Torch Burner,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Acetylene Torch Operator,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Acetylene Torch Solderer,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Aluminum Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Arc Cutter,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Arc Wedler,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Arc Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Assembler Brazer,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Assembly Line Brazer,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Atomic Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Bar Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Barrel Ribs Solderer,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Basin Finish Operator,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Bit Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Blade Worker,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Blow Torch Burner,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Blow Torch Operator,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Body Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Boiler Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Bonder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Brazer,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Brazing Furnace Operator,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Burner,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Butt Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Can Solderer,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Certified Maintenance Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Combination Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Connector,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Cutting Torch Operator,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Deicer Finisher,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Die Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Dip Brazier,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Dipper,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Electric Arc Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Electric Solderer,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Electric Spot Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Electric Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Electrical Solderer,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Experimental Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Fabrication Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Filament Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Flame Burner,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Flame Cutter,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Flash Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Frame Welder,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Gas Brazer,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Gas Burner Operator,source_onet_welders_cutters_solderers_and_brazers,alias,all,open_taxonomy_supported,4
Aluminum Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Arc and Gas Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Arc Welding Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Billet Assembler,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Braze Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Brazing Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Brazing Machine Setter,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Brazing Machine Setter Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Brazing Machine Setup Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Brazing Machine Tender,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Builder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Certified Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Controlled Atmospheric Furnace Brazer,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Electron Beam Machine Welder Setter,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Electron Beam Welder Setter,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Electron Beam Welding Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Electroslag Welding Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Explosion Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Fabrication Specialist,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Fabricator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Field Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Field Technician (Field Tech),source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Finishing Technician (Finishing Tech),source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Friction Welding Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Furnace Brazer,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Gas Welding Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Induction Brazer,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Induction Heating Equipment Setter,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Industrial Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Laser Beam Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Laser Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Machine Burner,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Machine Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Manufacturing Associate,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Manufacturing Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Mig Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Mill Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Oxygraph Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Racking Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Racking Technician (Racking Tech),source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Reflow Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Reserve Tube Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Resistance Machine Welder Setter,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Resistance Welding Machine Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Robotic Weld Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Robotic Weld Technician (Robotic Weld Tech),source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Robotic Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Robotic Welding Operator,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Rod Welder,source_onet_welding_soldering_and_brazing_machine_setters_operators_and_tenders,alias,all,open_taxonomy_supported,4
Annealer,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Annealing Furnace Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Annealing Furnace Tender,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Annealing Oven Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Annealing Torch Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Bagger,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Base-Draw Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Batch Heat Treat Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Batch Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Billet Heater,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Billet Heater Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Box Annealer,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Burner,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Burner Machine Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Carbonizer,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Carburizing Furnace Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Case Hardener,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Charger,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Charger Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Coating Line Worker,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Crack Off Person,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Cyanide Case Hardener,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Cyanide Furnace Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Cyanide Pot Hardener,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Cyanide Pot Tender,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Dental Amalgam Processor,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Die Hardener,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Draw Fire Operator,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
Face Hardener,source_onet_heat_treating_equipment_setters_operators_and_tenders_metal_and_plastic,alias,all,open_taxonomy_supported,4
