role_title,mapped_term,mapped_dimension,role_family,country_scope,source,confidence
Highway Maintenance Technician,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Highway Maintenance Worker,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Highway Technician (Highway Tech),source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Highway Technician Associate,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Highway Worker,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hot Oiler,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Lane Marker Installer,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Maintenance Aide,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Maintenance Operator,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Maintenance Repairer,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Maintenance Technician,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Maintenance Worker,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Material Handler,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Materials Handling Equipment Operator,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil Spreader Operator,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Quick Technician,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Road Builder,source_onet_highway_maintenance_workers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Rail-Track Laying and Maintenance Equipment Operators,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ballast Cleaning Machine Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Emergency Service Restorer,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Machine Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Maintenance Laborer,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil Distributor Tender,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Portable Grinding Machine Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Rail Maintenance Worker,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Rail Track Layer,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Rail Track Maintainer,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Railroad Track Mechanic,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Railway Equipment Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Section Hand,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Section Laborer,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Special Equipment Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Stone Crusher Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Dresser,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Equipment Operator (TEO),source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Grinder Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Inspector,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Laborer,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Layer,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Laying Equipment Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Laying Machine Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Machine Operator,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Track Machine Operator Repairer,source_onet_rail_track_laying_and_maintenance_equipment_operators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Septic Tank Servicers and Sewer Pipe Cleaners,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Aseptic Tech (Aseptic Technician),source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drain and Sewer Technician,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drain Cleaner,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drain Technician,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electric Sewer Cleaning Machine Operator,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
High Reach Operator,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pipe Cleaning Machine Operator,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Priming Machine Operator,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Public Works Operator,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Public Works Technician,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Reach Operator,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Roto Rooter Operator,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Septic Cleaner,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Septic Pump Truck Driver,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Septic Tank Cleaner,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Septic Tank Service Technician,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Septic Technician,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Service Technician,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Sewage Screen Operator,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Sewer and Drain Technician,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Sewer Bricklayer,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Sewer Cleaner,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Sewer Line Repairer,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Sewer Pipe Cleaner,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Sewer Technician,source_onet_septic_tank_servicers_and_sewer_pipe_cleaners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Segmental Pavers,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Foreman,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Laborer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Paver Operator,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Paving Coordinator,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Paving Crew Member,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Paving Laborer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Paving Worker,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Plant Laborer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Plant Operator,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Raker,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Concrete Pavement Installer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Concrete Paver,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cutter,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Installer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Interlocking Concrete Pavement Installer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Interlocking Installer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Interlocking Pavement Installer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Paver,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Paver Installer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Paver Layer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Paver Operator,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Paving Crew Member,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Paving Laborer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Paving Stone Installer,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Screed Operator,source_onet_segmental_pavers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Construction and Related Workers, All Other",source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Aluminum Pool Installer,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Architectural and Ornamental Ironworker,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Dauber,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Heater Operator,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Asphalt Heater Tender,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Awning Erector,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Awning Hanger,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Awning Installer,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blind Hanger,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blind Installer,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Building Dismantler,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Building Mover,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Building Wrecker,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Burner Operator,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clay House Worker,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clay Structure Builder and Servicer,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Concrete Buildings Assembler,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Concrete Fence Builder,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Conduit Mechanic,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cradle Placer,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cribber,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cribbing Setter,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Derrick Builder,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drapery Hanger,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drapery Installer,source_onet_construction_and_related_workers_all_other,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization Installers and Technicians,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Air Sealing Technician,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Building Energy Retrofit Technician,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compounding Technician,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Energy Administrator,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Field Technician,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Field Weatherization Specialist,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Glass Sealing Technician,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Home Weatherizing Worker,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Residential Air Sealing Technician,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization and Housing Inspector,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization Crew Member,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization Field Technician,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization Installer,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization Laborer,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization Representative,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization Specialist,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization Technician,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherization Worker,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Weatherseal Technician,source_onet_weatherization_installers_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Derrick Operators, Oil and Gas",source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Derrick Hand,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Derrick Man,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Derrick Operator,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Derrick Worker,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Driller,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drilling Motorman,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Floor Hand,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Fracturing Derrick Operator,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Gas Derrick Operator,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil Derrick Operator,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Rotary Derrick Operator,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Well Service Derrick Worker,source_onet_derrick_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Rotary Drill Operators, Oil and Gas",source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Blast Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cable Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cable Tool Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cable Tool Operator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clean Out Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Core Drill Operator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Core Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Daylight Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Derrickhand,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Directional Drill Operator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Directional Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drill Hand,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drill Operator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drilling Field Operator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drilling Field Professional,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drilling Machine Operator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drilling Rig Operator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equipment Operator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Floorhand,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Fracturing Rotary Drill Operator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Geotechnical Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Locator,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Motor Man,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Natural Gas Shothole Driller,source_onet_rotary_drill_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Service Unit Operators, Oil and Gas",source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Coiled Tubing Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Fishing Tool Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Gather Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil and Gas Equipment Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil and Gas Field Technician,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil and Shale and Tar Processing Technician,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil Processing Technician,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil Well Fishing Tool Technician,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil Well Service Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Oil Well Service Unit Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pulling Unit Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Reverse Unit Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Rig Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Service Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Service Rig Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Service Unit Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Shale Processing Technician,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Spray Rig Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Swabber,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Tar Processing Technician,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Tool Pusher,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Unit Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Well Cleaner,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Well Service Pump Equipment Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Well Service Rig Operator,source_onet_service_unit_operators_oil_and_gas,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Excavating and Loading Machine and Dragline Operators, Surface Mining",source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Aerial Tram Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Air Shovel Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Back Digger Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Back Filler Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Back Hoe Machine Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Back Hoe Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Backhoe Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clam Shovel Operator,source_onet_excavating_and_loading_machine_and_dragline_operators_surface_mining,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
